Fund Holdings as of,"27/jan/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communicatie","Aandelen","56.452.521,69","0,13","56.452.521,69","100.623,00","561,03","Verenigde Staten","NASDAQ","USD"
"BDX","BECTON DICKINSON","Gezondheidszorg","Aandelen","56.414.510,91","0,13","56.414.510,91","224.589,00","251,19","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BHP","BHP GROUP PLC","Materialen","Aandelen","55.169.508,11","0,12","55.169.508,11","1.686.282,00","32,72","Verenigd Koninkrijk","London Stock Exchange","GBP"
"BAS","BASF N","Materialen","Aandelen","55.156.368,64","0,12","55.156.368,64","722.747,00","76,32","Duitsland","Xetra","EUR"
"ZURN","ZURICH INSURANCE GROUP AG","Financiële waarden","Aandelen","54.421.853,24","0,12","54.421.853,24","113.632,00","478,93","Zwitserland","SIX Swiss Exchange","CHF"
"EL","ESTEE LAUDER INC CLASS A","Basis-consumentengoederen","Aandelen","54.202.294,49","0,12","54.202.294,49","181.771,00","298,19","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CL","COLGATE-PALMOLIVE","Basis-consumentengoederen","Aandelen","54.022.121,00","0,12","54.022.121,00","653.230,00","82,70","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NSC","NORFOLK SOUTHERN CORP","Industrie","Aandelen","53.862.601,00","0,12","53.862.601,00","199.676,00","269,75","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CP","CANADIAN PACIFIC RAILWAY LTD","Industrie","Aandelen","53.612.915,73","0,12","53.612.915,73","726.163,00","73,83","Canada","Toronto Stock Exchange","CAD"
"FIS","FIDELITY NATIONAL INFORMATION SERV","IT","Aandelen","53.276.129,52","0,12","53.276.129,52","487.698,00","109,24","Verenigde Staten","New York Stock Exchange Inc.","USD"
"8035","TOKYO ELECTRON LTD","IT","Aandelen","53.231.291,09","0,12","53.231.291,09","114.480,00","464,98","Japan","Tokyo Stock Exchange","JPY"
"DAI","DAIMLER AG","Luxe-consumentengoederen","Aandelen","52.878.848,92","0,12","52.878.848,92","666.609,00","79,33","Duitsland","Xetra","EUR"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financiële waarden","Aandelen","52.727.349,60","0,12","52.727.349,60","430.779,00","122,40","Verenigde Staten","New York Stock Exchange Inc.","USD"
"IBE","IBERDROLA SA","Nutsbedrijven","Aandelen","52.709.227,63","0,12","52.709.227,63","4.637.282,00","11,37","Spanje","Bolsa De Madrid","EUR"
"GM","GENERAL MOTORS","Luxe-consumentengoederen","Aandelen","52.026.137,10","0,12","52.026.137,10","1.011.198,00","51,45","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TMUS","T MOBILE US INC","Communicatie","Aandelen","51.681.036,57","0,12","51.681.036,57","487.419,00","106,03","Verenigde Staten","NASDAQ","USD"
"388","HONG KONG EXCHANGES AND CLEARING L","Financiële waarden","Aandelen","50.774.495,53","0,11","50.774.495,53","868.507,00","58,46","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"PGR","PROGRESSIVE CORP","Financiële waarden","Aandelen","50.745.693,96","0,11","50.745.693,96","471.439,00","107,64","Verenigde Staten","New York Stock Exchange Inc.","USD"
"D","DOMINION ENERGY INC","Nutsbedrijven","Aandelen","50.169.837,96","0,11","50.169.837,96","641.476,00","78,21","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financiële waarden","Aandelen","50.066.676,35","0,11","50.066.676,35","2.605.558,00","19,22","Australië","Asx - All Markets","AUD"
"EOG","EOG RESOURCES INC","Energie","Aandelen","49.823.756,25","0,11","49.823.756,25","453.975,00","109,75","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ENEL","ENEL","Nutsbedrijven","Aandelen","49.789.562,22","0,11","49.789.562,22","6.517.560,00","7,64","Italië","Borsa Italiana","EUR"
"COF","CAPITAL ONE FINANCIAL CORP","Financiële waarden","Aandelen","49.433.710,48","0,11","49.433.710,48","348.911,00","141,68","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DTE","DEUTSCHE TELEKOM N AG","Communicatie","Aandelen","49.139.062,53","0,11","49.139.062,53","2.635.741,00","18,64","Duitsland","Xetra","EUR"
"UBSG","UBS GROUP AG","Financiële waarden","Aandelen","48.921.446,35","0,11","48.921.446,35","2.646.987,00","18,48","Zwitserland","SIX Swiss Exchange","CHF"
"WM","WASTE MANAGEMENT INC","Industrie","Aandelen","48.789.438,75","0,11","48.789.438,75","333.603,00","146,25","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EW","EDWARDS LIFESCIENCES CORP","Gezondheidszorg","Aandelen","48.672.951,08","0,11","48.672.951,08","477.373,00","101,96","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EQIX","EQUINIX REIT INC","Vastgoed","Aandelen","48.587.310,72","0,11","48.587.310,72","71.136,00","683,02","Verenigde Staten","NASDAQ","USD"
"SAN","BANCO SANTANDER SA","Financiële waarden","Aandelen","48.525.034,66","0,11","48.525.034,66","13.594.913,00","3,57","Spanje","Bolsa De Madrid","EUR"
"ETN","EATON PLC","Industrie","Aandelen","48.289.460,26","0,11","48.289.460,26","310.703,00","155,42","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FDX","FEDEX CORP","Industrie","Aandelen","48.097.619,44","0,11","48.097.619,44","198.808,00","241,93","Verenigde Staten","New York Stock Exchange Inc.","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Gezondheidszorg","Aandelen","47.953.135,44","0,11","47.953.135,44","78.777,00","608,72","Verenigde Staten","NASDAQ","USD"
"ATVI","ACTIVISION BLIZZARD INC","Communicatie","Aandelen","47.785.153,80","0,11","47.785.153,80","605.642,00","78,90","Verenigde Staten","NASDAQ","USD"
"CS","AXA SA","Financiële waarden","Aandelen","47.734.140,92","0,11","47.734.140,92","1.521.490,00","31,37","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materialen","Aandelen","47.710.740,15","0,11","47.710.740,15","172.959,00","275,85","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energie","Aandelen","47.518.369,92","0,11","47.518.369,92","925.283,00","51,36","Canada","Toronto Stock Exchange","CAD"
"6098","RECRUIT HOLDINGS LTD","Industrie","Aandelen","47.441.119,15","0,11","47.441.119,15","1.076.000,00","44,09","Japan","Tokyo Stock Exchange","JPY"
"REL","RELX PLC","Industrie","Aandelen","47.236.518,66","0,11","47.236.518,66","1.564.177,00","30,20","Verenigd Koninkrijk","London Stock Exchange","GBP"
"DG","VINCI SA","Industrie","Aandelen","47.068.143,76","0,11","47.068.143,76","432.688,00","108,78","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"BSX","BOSTON SCIENTIFIC CORP","Gezondheidszorg","Aandelen","47.058.448,80","0,11","47.058.448,80","1.088.560,00","43,23","Verenigde Staten","New York Stock Exchange Inc.","USD"
"AAL","ANGLO AMERICAN PLC","Materialen","Aandelen","46.636.540,57","0,10","46.636.540,57","1.009.104,00","46,22","Verenigd Koninkrijk","London Stock Exchange","GBP"
"AON","AON PLC CLASS A","Financiële waarden","Aandelen","46.552.574,44","0,10","46.552.574,44","177.763,00","261,88","Verenigde Staten","New York Stock Exchange Inc.","USD"
"FISV","FISERV INC","IT","Aandelen","46.419.311,16","0,10","46.419.311,16","462.897,00","100,28","Verenigde Staten","NASDAQ","USD"
"VRTX","VERTEX PHARMACEUTICALS INC","Gezondheidszorg","Aandelen","46.399.636,42","0,10","46.399.636,42","203.311,00","228,22","Verenigde Staten","NASDAQ","USD"
"RKT","RECKITT BENCKISER GROUP PLC","Basis-consumentengoederen","Aandelen","46.295.300,01","0,10","46.295.300,01","555.599,00","83,33","Verenigd Koninkrijk","London Stock Exchange","GBP"
"DPW","DEUTSCHE POST AG","Industrie","Aandelen","46.232.441,86","0,10","46.232.441,86","783.150,00","59,03","Duitsland","Xetra","EUR"
"INGA","ING GROEP NV","Financiële waarden","Aandelen","46.035.423,47","0,10","46.035.423,47","3.119.604,00","14,76","Nederland","Euronext Amsterdam","EUR"
"HCA","HCA HEALTHCARE INC","Gezondheidszorg","Aandelen","45.920.354,45","0,10","45.920.354,45","200.657,00","228,85","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ABBN","ABB LTD","Industrie","Aandelen","44.870.104,43","0,10","44.870.104,43","1.286.373,00","34,88","Zwitserland","SIX Swiss Exchange","CHF"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Financiële waarden","Aandelen","44.842.179,91","0,10","44.842.179,91","357.508,00","125,43","Canada","Toronto Stock Exchange","CAD"
"NOC","NORTHROP GRUMMAN CORP","Industrie","Aandelen","44.479.004,69","0,10","44.479.004,69","118.931,00","373,99","Verenigde Staten","New York Stock Exchange Inc.","USD"
"4063","SHIN ETSU CHEMICAL LTD","Materialen","Aandelen","44.422.288,10","0,10","44.422.288,10","290.557,00","152,89","Japan","Tokyo Stock Exchange","JPY"
"KER","KERING SA","Luxe-consumentengoederen","Aandelen","44.382.874,60","0,10","44.382.874,60","60.963,00","728,03","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"BAYN","BAYER AG","Gezondheidszorg","Aandelen","44.024.527,08","0,10","44.024.527,08","750.997,00","58,62","Duitsland","Xetra","EUR"
"GLEN","GLENCORE PLC","Materialen","Aandelen","43.281.361,82","0,10","43.281.361,82","8.015.580,00","5,40","Verenigd Koninkrijk","London Stock Exchange","GBP"
"KLAC","KLA CORP","IT","Aandelen","43.218.457,20","0,10","43.218.457,20","119.454,00","361,80","Verenigde Staten","NASDAQ","USD"
"FCX","FREEPORT MCMORAN INC","Materialen","Aandelen","43.123.741,50","0,10","43.123.741,50","1.162.365,00","37,10","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING","Financiële waarden","Aandelen","43.000.977,72","0,10","43.000.977,72","2.252.727,00","19,09","Australië","Asx - All Markets","AUD"
"MCO","MOODYS CORP","Financiële waarden","Aandelen","42.886.509,12","0,10","42.886.509,12","131.586,00","325,92","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EMR","EMERSON ELECTRIC","Industrie","Aandelen","42.705.399,78","0,10","42.705.399,78","471.206,00","90,63","Verenigde Staten","New York Stock Exchange Inc.","USD"
"IFX","INFINEON TECHNOLOGIES AG","IT","Aandelen","42.138.917,38","0,09","42.138.917,38","1.041.216,00","40,47","Duitsland","Xetra","EUR"
"EL","ESSILORLUXOTTICA SA","Luxe-consumentengoederen","Aandelen","42.002.049,73","0,09","42.002.049,73","224.273,00","187,28","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrie","Aandelen","41.637.163,05","0,09","41.637.163,05","581.931,00","71,55","Verenigde Staten","New York Stock Exchange Inc.","USD"
"EXC","EXELON CORP","Nutsbedrijven","Aandelen","41.508.808,56","0,09","41.508.808,56","739.512,00","56,13","Verenigde Staten","NASDAQ","USD"
"PSA","PUBLIC STORAGE REIT","Vastgoed","Aandelen","41.241.297,30","0,09","41.241.297,30","119.105,00","346,26","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MRVL","MARVELL TECHNOLOGY INC","IT","Aandelen","40.857.664,05","0,09","40.857.664,05","629.645,00","64,89","Verenigde Staten","NASDAQ","USD"
"NXPI","NXP SEMICONDUCTORS NV","IT","Aandelen","40.803.296,60","0,09","40.803.296,60","217.085,00","187,96","Verenigde Staten","NASDAQ","USD"
"WBC","WESTPAC BANKING CORPORATION CORP","Financiële waarden","Aandelen","40.673.974,45","0,09","40.673.974,45","2.861.176,00","14,22","Australië","Asx - All Markets","AUD"
"SLB","SCHLUMBERGER NV","Energie","Aandelen","40.604.231,10","0,09","40.604.231,10","1.044.885,00","38,86","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NG.","NATIONAL GRID PLC","Nutsbedrijven","Aandelen","40.532.298,89","0,09","40.532.298,89","2.758.481,00","14,69","Verenigd Koninkrijk","London Stock Exchange","GBP"
"HUM","HUMANA INC","Gezondheidszorg","Aandelen","40.373.470,00","0,09","40.373.470,00","105.400,00","383,05","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ADS","ADIDAS N AG","Luxe-consumentengoederen","Aandelen","39.995.695,22","0,09","39.995.695,22","148.147,00","269,97","Duitsland","Xetra","EUR"
"SNOW","SNOWFLAKE CLASS A","IT","Aandelen","39.653.449,92","0,09","39.653.449,92","162.036,00","244,72","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MRNA","MODERNA INC","Gezondheidszorg","Aandelen","39.626.401,98","0,09","39.626.401,98","266.629,00","148,62","Verenigde Staten","NASDAQ","USD"
"ISP","INTESA SANPAOLO","Financiële waarden","Aandelen","39.398.839,58","0,09","39.398.839,58","13.526.680,00","2,91","Italië","Borsa Italiana","EUR"
"6367","DAIKIN INDUSTRIES LTD","Industrie","Aandelen","39.285.964,53","0,09","39.285.964,53","196.549,00","199,88","Japan","Tokyo Stock Exchange","JPY"
"7974","NINTENDO LTD","Communicatie","Aandelen","39.044.931,87","0,09","39.044.931,87","80.377,00","485,77","Japan","Tokyo Stock Exchange","JPY"
"BK","BANK OF NEW YORK MELLON CORP","Financiële waarden","Aandelen","38.772.914,57","0,09","38.772.914,57","664.261,00","58,37","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ILMN","ILLUMINA INC","Gezondheidszorg","Aandelen","38.587.163,04","0,09","38.587.163,04","118.964,00","324,36","Verenigde Staten","NASDAQ","USD"
"ABI","ANHEUSER BUSCH INBEV SA","Basis-consumentengoederen","Aandelen","38.450.899,96","0,09","38.450.899,96","596.063,00","64,51","België","Nyse Euronext - Euronext Brussels","EUR"
"NEM","NEWMONT","Materialen","Aandelen","38.416.281,30","0,09","38.416.281,30","633.305,00","60,66","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TRP","TC ENERGY CORP","Energie","Aandelen","38.410.142,23","0,09","38.410.142,23","754.167,00","50,93","Canada","Toronto Stock Exchange","CAD"
"9433","KDDI CORP","Communicatie","Aandelen","38.391.845,90","0,09","38.391.845,90","1.241.150,00","30,93","Japan","Tokyo Stock Exchange","JPY"
"6501","HITACHI LTD","Industrie","Aandelen","38.311.212,16","0,09","38.311.212,16","742.336,00","51,61","Japan","Tokyo Stock Exchange","JPY"
"ADSK","AUTODESK INC","IT","Aandelen","38.238.125,82","0,09","38.238.125,82","167.227,00","228,66","Verenigde Staten","NASDAQ","USD"
"MPC","MARATHON PETROLEUM CORP","Energie","Aandelen","38.215.425,20","0,09","38.215.425,20","531.508,00","71,90","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MET","METLIFE INC","Financiële waarden","Aandelen","38.081.803,83","0,09","38.081.803,83","583.093,00","65,31","Verenigde Staten","New York Stock Exchange Inc.","USD"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financiële waarden","Aandelen","38.067.533,14","0,09","38.067.533,14","674.717,00","56,42","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LLOY","LLOYDS BANKING GROUP PLC","Financiële waarden","Aandelen","38.036.994,19","0,08","38.036.994,19","54.359.375,00","0,70","Verenigd Koninkrijk","London Stock Exchange","GBP"
"D05","DBS GROUP HOLDINGS LTD","Financiële waarden","Aandelen","37.777.875,19","0,08","37.777.875,19","1.449.509,00","26,06","Singapore","Singapore Exchange","SGD"
"8316","SUMITOMO MITSUI FINANCIAL GROUP IN","Financiële waarden","Aandelen","37.696.885,24","0,08","37.696.885,24","1.055.778,00","35,71","Japan","Tokyo Stock Exchange","JPY"
"LONN","LONZA GROUP AG","Gezondheidszorg","Aandelen","37.643.642,49","0,08","37.643.642,49","57.162,00","658,54","Zwitserland","SIX Swiss Exchange","CHF"
"KMB","KIMBERLY CLARK CORP","Basis-consumentengoederen","Aandelen","37.513.067,76","0,08","37.513.067,76","272.862,00","137,48","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SIKA","SIKA AG","Materialen","Aandelen","37.477.464,17","0,08","37.477.464,17","111.315,00","336,68","Zwitserland","SIX Swiss Exchange","CHF"
"DG","DOLLAR GENERAL CORP","Luxe-consumentengoederen","Aandelen","37.478.862,14","0,08","37.478.862,14","182.521,00","205,34","Verenigde Staten","New York Stock Exchange Inc.","USD"
"9984","SOFTBANK GROUP CORP","Communicatie","Aandelen","37.266.213,56","0,08","37.266.213,56","916.922,00","40,64","Japan","Tokyo Stock Exchange","JPY"
"GD","GENERAL DYNAMICS CORP","Industrie","Aandelen","37.153.872,00","0,08","37.153.872,00","177.940,00","208,80","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BARC","BARCLAYS PLC","Financiële waarden","Aandelen","37.036.256,34","0,08","37.036.256,34","13.586.592,00","2,73","Verenigd Koninkrijk","London Stock Exchange","GBP"
"RI","PERNOD RICARD SA","Basis-consumentengoederen","Aandelen","36.450.984,44","0,08","36.450.984,44","168.441,00","216,40","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"PXD","PIONEER NATURAL RESOURCE","Energie","Aandelen","35.766.412,50","0,08","35.766.412,50","167.250,00","213,85","Verenigde Staten","New York Stock Exchange Inc.","USD"
"7741","HOYA CORP","Gezondheidszorg","Aandelen","35.586.447,14","0,08","35.586.447,14","294.923,00","120,66","Japan","Tokyo Stock Exchange","JPY"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","IT","Aandelen","35.570.143,84","0,08","35.570.143,84","434.896,00","81,79","Verenigde Staten","NASDAQ","USD"
"ECL","ECOLAB INC","Materialen","Aandelen","35.559.752,80","0,08","35.559.752,80","193.765,00","183,52","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CNC","CENTENE CORP","Gezondheidszorg","Aandelen","35.537.625,15","0,08","35.537.625,15","465.945,00","76,27","Verenigde Staten","New York Stock Exchange Inc.","USD"
"DOW","DOW INC","Materialen","Aandelen","35.438.136,42","0,08","35.438.136,42","588.869,00","60,18","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Luxe-consumentengoederen","Aandelen","35.408.239,30","0,08","35.408.239,30","55.790,00","634,67","Verenigde Staten","NASDAQ","USD"
"PANW","PALO ALTO NETWORKS INC","IT","Aandelen","35.342.454,36","0,08","35.342.454,36","72.838,00","485,22","Verenigde Staten","NASDAQ","USD"
"PRU","PRUDENTIAL FINANCIAL INC","Financiële waarden","Aandelen","35.301.623,94","0,08","35.301.623,94","319.154,00","110,61","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TEL","TE CONNECTIVITY LTD","IT","Aandelen","35.260.270,36","0,08","35.260.270,36","256.868,00","137,27","Verenigde Staten","New York Stock Exchange Inc.","USD"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financiële waarden","Aandelen","35.223.158,78","0,08","35.223.158,78","112.752,00","312,40","Duitsland","Xetra","EUR"
"VOD","VODAFONE GROUP PLC","Communicatie","Aandelen","35.211.572,86","0,08","35.211.572,86","20.854.212,00","1,69","Verenigd Koninkrijk","London Stock Exchange","GBP"
"IQV","IQVIA HOLDINGS INC","Gezondheidszorg","Aandelen","35.120.392,00","0,08","35.120.392,00","151.381,00","232,00","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SU","SUNCOR ENERGY INC","Energie","Aandelen","34.981.400,12","0,08","34.981.400,12","1.225.265,00","28,55","Canada","Toronto Stock Exchange","CAD"
"APH","AMPHENOL CORP CLASS A","IT","Aandelen","34.931.567,04","0,08","34.931.567,04","465.568,00","75,03","Verenigde Staten","New York Stock Exchange Inc.","USD"
"7267","HONDA MOTOR LTD","Luxe-consumentengoederen","Aandelen","34.821.245,18","0,08","34.821.245,18","1.214.850,00","28,66","Japan","Tokyo Stock Exchange","JPY"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrie","Aandelen","34.729.934,22","0,08","34.729.934,22","160.586,00","216,27","Verenigde Staten","New York Stock Exchange Inc.","USD"
"HPQ","HP INC","IT","Aandelen","34.558.474,16","0,08","34.558.474,16","981.496,00","35,21","Verenigde Staten","New York Stock Exchange Inc.","USD"
"AEP","AMERICAN ELECTRIC POWER INC","Nutsbedrijven","Aandelen","34.555.513,80","0,08","34.555.513,80","386.527,00","89,40","Verenigde Staten","NASDAQ","USD"
"MELI","MERCADOLIBRE INC","Luxe-consumentengoederen","Aandelen","34.498.307,50","0,08","34.498.307,50","34.759,00","992,50","Verenigde Staten","NASDAQ","USD"
"ROP","ROPER TECHNOLOGIES INC","Industrie","Aandelen","34.452.215,40","0,08","34.452.215,40","81.355,00","423,48","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SPG","SIMON PROPERTY GROUP REIT INC","Vastgoed","Aandelen","34.432.157,55","0,08","34.432.157,55","239.295,00","143,89","Verenigde Staten","New York Stock Exchange Inc.","USD"
